,title,author,best,image,score
1081,The Flame Bearer,Bernard Cornwell,1,The Flame Bearer.jpg,0.9999997615814209
1082,Tom Clancy True Faith and Allegiance,Mark Greaney,1,Tom Clancy True Faith and Allegiance.jpg,1.0
1083,The Seventh Plague,James Rollins,1,The Seventh Plague.jpg,1.0
1084,Rogue One: A Star Wars Story,Alexander Freed,1,Rogue One: A Star Wars Story.jpg,1.0
1085,Curtain of Death,W. E. B. Griffin,1,Curtain of Death.jpg,0.9999996423721313
1086,The Mistress,Danielle Steel,1,The Mistress.jpg,0.9999247789382935
1087,Below the Belt,Stuart Woods,1,Below the Belt.jpg,1.0
1088,The Final Day,William R. Forstchen,1,The Final Day.jpg,0.9999997615814209
1089,The Guests on South Battery,Karen White,1,The Guests on South Battery.jpg,0.005000086966902018
1090,The Sleepwalker,Chris Bohjalian,1,The Sleepwalker.jpg,0.8896332383155823
1091,Ring of Fire,Brad Taylor,1,Ring of Fire.jpg,1.0
1092,The Dry,Jane Harper,1,The Dry.jpg,0.7213795185089111
1093,Never Never,James Patterson,1,Never Never.jpg,1.0
1094,Feversong,Karen Marie Moning,1,Feversong.jpg,1.0
1095,The Girl Before,J. P. Delaney,1,The Girl Before.jpg,0.9999979734420776
1096,Power Game,Christine Feehan,1,Power Game.jpg,0.9999996423721313
1097,Death's Mistress,Terry Goodkind,1,Death's Mistress.jpg,1.0
1098,Fatal,John Lescroart,1,Fatal.jpg,1.0
1099,Right Behind You,Lisa Gardner,1,Right Behind You.jpg,1.0
1100,The Prisoner,Alex Berenson,1,The Prisoner.jpg,0.9999997615814209
1101,4 3 2 1,Paul Auster,1,4 3 2 1.jpg,1.0
1102,Rather Be the Devil,Ian Rankin,1,Rather Be the Devil.jpg,0.48074889183044434
1103,Behind Her Eyes,Sarah Pinborough,1,Behind Her Eyes.jpg,0.999957799911499
1104,Norse Mythology #1,Neil Gaiman,1,Norse Mythology #1.jpg,0.0075587257742881775
1105,Echoes in Death,J.D. Robb,1,Echoes in Death.jpg,1.0
1106,My Not So Perfect Life,Sophie Kinsella,1,My Not So Perfect Life.jpg,0.4345977008342743
1107,Universal Harvester,John Darnielle,1,Universal Harvester.jpg,0.9949224591255188
1108,Born of Vengeance,Sherrilyn Kenyon,1,Born of Vengeance.jpg,0.9999996423721313
1109,Lincoln in the Bardo,George Saunders,1,Lincoln in the Bardo.jpg,1.0
1110,Heartbreak Hotel,Jonathan Kellerman,1,Heartbreak Hotel.jpg,0.9999998807907104
1111,Gunmetal Gray,Mark Greaney,1,Gunmetal Gray.jpg,1.0
1112,A Conjuring of Light,V. E. Schwab,1,A Conjuring of Light.jpg,0.9999992847442627
1113,A Piece of the World,Christina Baker Kline,1,A Piece of the World.jpg,0.9999854564666748
1114,"Humans, Bow Down",James Patterson,1,"Humans, Bow Down.jpg",1.0
1115,Banana Cream Pie Murder,Joanne Fluke,1,Banana Cream Pie Murder.jpg,0.9992585778236389
1116,Bone Box,Faye Kellerman,1,Bone Box.jpg,1.0
1117,Dangerous Games,Danielle Steel,1,Dangerous Games.jpg,0.9999983310699463
1118,Silence Fallen,Patricia Briggs,1,Silence Fallen.jpg,0.9999994039535522
1119,Exit West,Mohsin Hamid,1,Exit West.jpg,0.9999475479125977
1120,Etched in Bone,Anne Bishop,1,Etched in Bone.jpg,1.0
1121,The Cutthroat,Clive Cussler,1,The Cutthroat.jpg,1.0
1122,The Devil's Triangle,Catherine Coulter,1,The Devil's Triangle.jpg,1.0
1123,In This Grave Hour,Jacqueline Winspear,1,In This Grave Hour.jpg,0.9990293979644775
1124,Without Warning,Joel C. Rosenberg,1,Without Warning.jpg,0.9999998807907104
1125,Mississippi Blood,Greg Iles,1,Mississippi Blood.jpg,0.9999860525131226
1126,Vicious Circle,C. J. Box,1,Vicious Circle.jpg,0.9999942779541016
1127,If Not for You,Debbie Macomber,1,If Not for You.jpg,0.9999037981033325
1128,The Tea Girl of Hummingbird Lane,Lisa See,1,The Tea Girl of Hummingbird Lane.jpg,0.2271624207496643
1129,Mangrove Lightning,Randy Wayne White,1,Mangrove Lightning.jpg,0.9999985694885254
1130,Man Overboard,J.A. Jance,1,Man Overboard.jpg,1.0
1131,The Black Book,James Patterson,1,The Black Book.jpg,1.0
1132,The Women in the Castle,Jessica Shattuck,1,The Women in the Castle.jpg,0.9994931221008301
1133,"All By Myself, Alone",Mary Higgins Clark,1,"All By Myself, Alone.jpg",0.9999998807907104
1134,The Chosen,J.R. Ward,1,The Chosen.jpg,0.999998927116394
1135,The Lost Order,Steve Berry,1,The Lost Order.jpg,1.0
1136,Earthly Remains,Donna Leon,1,Earthly Remains.jpg,0.9999759197235107
1137,Prussian Blue,Philip Kerr,1,Prussian Blue.jpg,0.9999995231628418
1138,Thrawn (Star Wars),Timothy Zahn,1,Thrawn (Star Wars).jpg,0.4671078026294708
1139,One Perfect Lie,Lisa Scottoline,1,One Perfect Lie.jpg,0.9999938011169434
1140,The Burial Hour,Jeffery Deaver,1,The Burial Hour.jpg,0.9991945624351501
1141,Two from the Heart,James Patterson,1,Two from the Heart.jpg,0.9997879862785339
1142,Song of the Lion,Anne Hillerman,1,Song of the Lion.jpg,0.9998457431793213
1143,The Night the Lights Went Out,Karen White,1,The Night the Lights Went Out.jpg,0.9999990463256836
1144,The Fix,David Baldacci,1,The Fix.jpg,0.9999933242797852
1145,Fast and Loose,Stuart Woods,1,Fast and Loose.jpg,1.0
1146,The Stars Are Fire,Anita Shreve,1,The Stars Are Fire.jpg,0.9999983310699463
1147,Fallout,Sara Paretsky,1,Fallout.jpg,1.0
1148,Golden Prey,John Sandford,1,Golden Prey.jpg,1.0
1149,Anything is Possible,Elizabeth Strout,1,Anything is Possible.jpg,0.9999328851699829
1150,Beartown,Fredrik Backman,1,Beartown.jpg,0.9998798370361328
1151,16th Seduction,James Patterson,1,16th Seduction.jpg,1.0
1152,Into the Water,Paula Hawkins,1,Into the Water.jpg,1.0
1153,Against All Odds,Danielle Steel,1,Against All Odds.jpg,0.9995540976524353
1154,The Broken Road,Richard Paul Evans,1,The Broken Road.jpg,0.9997245669364929
1155,Robert B. Parker's Little White Lies,Ace Atkins,1,Robert B. Parker's Little White Lies.jpg,1.0
1156,The Thirst,Jo Nesbo,1,The Thirst.jpg,1.0
1157,Since We Fell,Dennis Lehane,1,Since We Fell.jpg,0.9999988079071045
1158,Men Without Women,Haruki Murakami,1,Men Without Women.jpg,0.9999226331710815
1159,A Dog's Way Home,W. Bruce Cameron,1,A Dog's Way Home.jpg,0.9999998807907104
1160,Assassin's Fate,Robin Hobb,1,Assassin's Fate.jpg,0.9998530149459839
1161,No Middle Name,Lee Child,1,No Middle Name.jpg,1.0
1162,"Same Beach, Next Year",Dorothea Benton Frank,1,"Same Beach, Next Year.jpg",0.9999598264694214
1163,Gwendy's Button Box,Stephen King,1,Gwendy's Button Box.jpg,0.9999973773956299
1164,Full Wolf Moon,Lincoln Child,1,Full Wolf Moon.jpg,1.0
1165,Dragon Teeth,Michael Crichton,1,Dragon Teeth.jpg,1.0
1166,The Frozen Hours,Jeff Shaara,1,The Frozen Hours.jpg,0.9999994039535522
1167,Rich People Problems,Kevin Kwan,1,Rich People Problems.jpg,0.08855368196964264
1168,Come Sundown,Nora Roberts,1,Come Sundown.jpg,0.9999973773956299
1169,Nighthawk,Clive Cussler,1,Nighthawk.jpg,1.0
1170,You Will Pay,Lisa Jackson,1,You Will Pay.jpg,0.9999998807907104
1171,Camino Island,John Grisham,1,Camino Island.jpg,1.0
1172,Love Story,Karen Kingsbury,1,Love Story.jpg,0.9999927282333374
1173,The Ministry of Utmost Happiness,Arundhati Roy,1,The Ministry of Utmost Happiness.jpg,0.9997618794441223
1174,Indecent Exposure,Stuart Woods,1,Indecent Exposure.jpg,1.0
1175,Magpie Murders,Anthony Horowitz,1,Magpie Murders.jpg,0.9998575448989868
1176,The Identicals,Elin Hilderbrand,1,The Identicals.jpg,0.9431211352348328
1177,Tom Clancy Point of Contact,Mike Maden,1,Tom Clancy Point of Contact.jpg,1.0
1178,The Rise and Fall of D.O.D.O.,Neal Stephenson,1,The Rise and Fall of D.O.D.O..jpg,0.9999446868896484
1179,The Silent Corner,Dean Koontz,1,The Silent Corner.jpg,1.0
1180,Dangerous Minds,Janet Evanovich,1,Dangerous Minds.jpg,1.0
1181,Kiss Carlo,Adriana Trigiani,1,Kiss Carlo.jpg,0.9999998807907104
1182,The Force,Don Winslow,1,The Force.jpg,1.0
1183,Beach House for Rent,Mary Alice Monroe,1,Beach House for Rent.jpg,0.9999954700469971
1184,Dr. Death,James Patterson,1,Dr. Death.jpg,0.9999997615814209
1185,Use of Force,Brad Thor,1,Use of Force.jpg,1.0
1186,The Duchess,Danielle Steel,1,The Duchess.jpg,1.0
1187,Seven Stones to Stand Or Fall,Diana Gabaldon,1,Seven Stones to Stand Or Fall.jpg,0.5795169472694397
1188,Wired,Julie Garwood,1,Wired.jpg,1.0
1189,House of Spies,Daniel Silva,1,House of Spies.jpg,0.9999994039535522
1190,Two Nights,Kathy Reichs,1,Two Nights.jpg,0.9999988079071045
1191,Secrets of the Tulip Sisters,Susan Mallery,1,Secrets of the Tulip Sisters.jpg,0.8014799952507019
1192,Down a Dark Road,Linda Castillo,1,Down a Dark Road.jpg,1.0
1193,The Late Show -- Free Preview -- The First 5 Chapters,Michael Connelly,1,The Late Show -- Free Preview -- The First 5 Chapters.jpg,0.9999995231628418
1194,The Breakdown,B. A. Paris,1,The Breakdown.jpg,0.999993085861206
1195,Before We Were Yours,Lisa Wingate,1,Before We Were Yours.jpg,0.9999785423278809
1196,Watch Me Disappear,Janelle Brown,1,Watch Me Disappear.jpg,1.0
1197,Meddling Kids,Edgar Cantero,1,Meddling Kids.jpg,0.9999996423721313
1198,The Lying Game,Ruth Ware,1,The Lying Game.jpg,0.17991109192371368
1199,Paradise Valley,C.J. Box,1,Paradise Valley.jpg,1.0
1200,The Painted Queen,Elizabeth Peters,1,The Painted Queen.jpg,0.999995231628418
1201,Deadfall,Linda Fairstein,1,Deadfall.jpg,1.0
1202,Battlefront II: Inferno Squad (Star Wars),Christie Golden,1,Battlefront II: Inferno Squad (Star Wars).jpg,0.9999996423721313
1203,Mrs. Fletcher,Tom Perrotta,1,Mrs. Fletcher.jpg,0.9991291165351868
1204,Crime Scene,Jonathan Kellerman,1,Crime Scene.jpg,0.9996206760406494
1205,Dragonsworn,Sherrilyn Kenyon,1,Dragonsworn.jpg,0.9999113082885742
1206,Devil's Cut,J. R. Ward,1,Devil's Cut.jpg,0.999998927116394
1207,Any Dream Will Do,Debbie Macomber,1,Any Dream Will Do.jpg,0.999977707862854
1208,Barely Legal,Stuart Woods,1,Barely Legal.jpg,0.9999997615814209
1209,The Last Tudor,Philippa Gregory,1,The Last Tudor.jpg,0.9999991655349731
1210,The Good Daughter,Karin Slaughter,1,The Good Daughter.jpg,0.9999984502792358
1211,The Paris Spy,Susan Elia MacNeal,1,The Paris Spy.jpg,0.9998371601104736
1212,Seeing Red,Sandra Brown,1,Seeing Red.jpg,0.13438060879707336
1213,The Store -- Free Preview -- The First 5 Chapters,James Patterson,1,The Store -- Free Preview -- The First 5 Chapters.jpg,0.9999998807907104
1214,Exposed,Lisa Scottoline,1,Exposed.jpg,1.0
1215,I Know a Secret: A Rizzoli & Isles Novel,Tess Gerritsen,1,I Know a Secret: A Rizzoli & Isles Novel.jpg,1.0
1216,A Stranger in the House,Shari Lapena,1,A Stranger in the House.jpg,1.0
1217,Y Is for Yesterday,Sue Grafton,1,Y Is for Yesterday.jpg,1.0
1218,Sulfur Springs,William Kent Krueger,1,Sulfur Springs.jpg,1.0
1219,Map of the Heart,Susan Wiggs,1,Map of the Heart.jpg,0.8242546916007996
1220,Glass Houses,Louise Penny,1,Glass Houses.jpg,1.0
1221,The Right Time,Danielle Steel,1,The Right Time.jpg,0.9981339573860168
1222,My Absolute Darling,Gabriel Tallent,1,My Absolute Darling.jpg,1.0
1223,Star Wars: Phasma,Delilah S. Dawson,1,Star Wars: Phasma.jpg,0.9999767541885376
1224,The Burning Girl: A Novel,Claire Messud,1,The Burning Girl: A Novel.jpg,0.9999991655349731
1225,Secrets in Death,J. D. Robb,1,Secrets in Death.jpg,0.9999991655349731
1226,Enemy of the State,Vince Flynn,1,Enemy of the State.jpg,1.0
1227,The Western Star,Craig Johnson,1,The Western Star.jpg,0.9941171407699585
1228,Dark Legacy,Christine Feehan,1,Dark Legacy.jpg,1.0
1229,Proof of Life,J. A. Jance,1,Proof of Life.jpg,1.0
1230,The Golden House,Salman Rushdie,1,The Golden House.jpg,0.9960021376609802
1231,A Column of Fire,Ken Follett,1,A Column of Fire.jpg,0.9999821186065674
1232,The Girl Who Takes an Eye for an Eye,David Lagercrantz,1,The Girl Who Takes an Eye for an Eye.jpg,0.9989635944366455
1233,The Romanov Ransom,Clive Cussler,1,The Romanov Ransom.jpg,0.9999990463256836
1234,Little Fires Everywhere (Movie Tie-In),Celeste Ng,1,Little Fires Everywhere (Movie Tie-In).jpg,1.0
1235,Enigma,Catherine Coulter,1,Enigma.jpg,1.0
1236,The Cuban Affair,Nelson DeMille,1,The Cuban Affair.jpg,0.9999912977218628
1237,To be where You are,Jan Karon,1,To be where You are.jpg,0.999963641166687
1238,Haunted,James Patterson,1,Haunted.jpg,0.9999998807907104
1239,Sleeping Beauties,Stephen King,1,Sleeping Beauties.jpg,0.9999802112579346
1240,Don't Let Go,Harlan Coben,1,Don't Let Go.jpg,1.0
1241,"Sing, Unburied, Sing",Jesmyn Ward,1,"Sing, Unburied, Sing.jpg",1.0
1242,Origin,Dan Brown,1,Origin.jpg,0.9999998807907104
1243,Manhattan Beach,Jennifer Egan,1,Manhattan Beach.jpg,0.9999957084655762
1244,Merry and Bright,Debbie Macomber,1,Merry and Bright.jpg,0.9999979734420776
1245,Star Wars: From a Certain Point of View,Various Authors,1,Star Wars: From a Certain Point of View.jpg,1.0
1246,Winter Solstice,Elin Hilderbrand,1,Winter Solstice.jpg,1.0
1247,Fairytale,Danielle Steel,1,Fairytale.jpg,0.9999434947967529
1248,The Rules of Magic,Alice Hoffman,1,The Rules of Magic.jpg,0.9999990463256836
1249,Deep Freeze,John Sandford,1,Deep Freeze.jpg,0.9999991655349731
1250,Uncommon Type,Tom Hanks,1,Uncommon Type.jpg,0.9999105930328369
1251,It Devours!,Joseph Fink,1,It Devours!.jpg,0.8044410347938538
1252,The Rooster Bar,John Grisham,1,The Rooster Bar.jpg,1.0
1253,Quick Reference to Critical Care,Nancy H. Diepenbrock,1,Quick Reference to Critical Care.jpg,0.9976282715797424
1254,Strange Weather,Joe Hill,1,Strange Weather.jpg,1.0
1255,Two Kinds of Truth,Michael Connelly,1,Two Kinds of Truth.jpg,1.0
1256,Twin Peaks: The Final Dossier,Mark Frost,1,Twin Peaks: The Final Dossier.jpg,0.9991450309753418
1257,In the Midst of Winter,Isabel Allende,1,In the Midst of Winter.jpg,0.7590153813362122
1258,The Midnight Line,Lee Child,1,The Midnight Line.jpg,1.0
1259,Typhoon Fury,Clive Cussler,1,Typhoon Fury.jpg,1.0
1260,The Noel Diary,Richard Paul Evans,1,The Noel Diary.jpg,0.9966359734535217
1261,Every Breath You Take,Mary Higgins Clark,1,Every Breath You Take.jpg,1.0
1262,The House of Unexpected Sisters,Alexander McCall Smith,1,The House of Unexpected Sisters.jpg,0.9996623992919922
1263,In This Moment,Karen Kingsbury,1,In This Moment.jpg,0.9999964237213135
1264,Oathbringer,Brandon Sanderson,1,Oathbringer.jpg,0.9999983310699463
1265,Hardcore Twenty-Four,Janet Evanovich,1,Hardcore Twenty-Four.jpg,1.0
1266,End Game,David Baldacci,1,End Game.jpg,1.0
1267,Artemis,Andy Weir,1,Artemis.jpg,0.9999983310699463
1268,Future Home of the Living God,Louise Erdrich,1,Future Home of the Living God.jpg,0.999998927116394
1269,The People Vs. Alex Cross,James Patterson,1,The People Vs. Alex Cross.jpg,1.0
1270,The Whispering Room,Dean Koontz,1,The Whispering Room.jpg,1.0
1271,Past Perfect,Danielle Steel,1,Past Perfect.jpg,0.9999939203262329
1272,Tom Clancy Power and Empire,Marc Cameron,1,Tom Clancy Power and Empire.jpg,0.9999994039535522
1273,Year One,Nora Roberts,1,Year One.jpg,1.0
1274,The Wanted,Robert Crais,1,The Wanted.jpg,1.0
1275,The Woman in the Window,A. J. Finn,1,The Woman in the Window.jpg,1.0
1276,Robicheaux,James Lee Burke,1,Robicheaux.jpg,1.0
1277,Unbound,Stuart Woods,1,Unbound.jpg,0.9998995065689087
1278,The Power,Naomi Alderman,1,The Power.jpg,0.00015411981439683586
1279,The Wife Between Us,Greer Hendricks,1,The Wife Between Us.jpg,0.9999984502792358
1280,The Immortalists,Chloe Benjamin,1,The Immortalists.jpg,1.0
1281,Blood Fury,J.R. Ward,1,Blood Fury.jpg,0.9999985694885254
1282,City of Endless Night,Douglas Preston,1,City of Endless Night.jpg,1.0
1283,Iron Gold,Pierce Brown,1,Iron Gold.jpg,0.9999995231628418
1284,Munich,Robert Harris,1,Munich.jpg,1.0
1285,Need to Know,Karen Cleveland,1,Need to Know.jpg,1.0
1286,Dark in Death,J. D. Robb,1,Dark in Death.jpg,1.0
1287,Still Me,Jojo Moyes,1,Still Me.jpg,0.9999817609786987
1288,The Grave's a Fine and Private Place,Alan Bradley,1,The Grave's a Fine and Private Place.jpg,0.051658909767866135
1289,The Great Alone,Kristin Hannah,1,The Great Alone.jpg,0.13525131344795227
1290,An American Marriage (Oprah's Book Club),Tayari Jones,1,An American Marriage (Oprah's Book Club).jpg,0.999589741230011
1291,Look for Me,Lisa Gardner,1,Look for Me.jpg,1.0
1292,The Kremlin's Candidate,Jason Matthews,1,The Kremlin's Candidate.jpg,1.0
1293,Fifty Fifty,James Patterson,1,Fifty Fifty.jpg,1.0
1294,Agent in Place,Mark Greaney,1,Agent in Place.jpg,0.08726569265127182
1295,Raspberry Danish Murder,Joanne Fluke,1,Raspberry Danish Murder.jpg,1.0
1296,The Hush,John Hart,1,The Hush.jpg,0.9983090162277222
1297,The Escape Artist,Brad Meltzer,1,The Escape Artist.jpg,1.0
1298,Star Wars: the Last Jedi,Jason Fry,1,Star Wars: the Last Jedi.jpg,1.0
1299,Burn Bright,Patricia Briggs,1,Burn Bright.jpg,1.0
1300,The Shape of Water,Guillermo del Toro,1,The Shape of Water.jpg,0.9999916553497314
1301,The Kremlin Conspiracy,Joel C. Rosenberg,1,The Kremlin Conspiracy.jpg,0.11591856181621552
1302,The Rising Sea,Clive Cussler,1,The Rising Sea.jpg,1.0
1303,The Flight Attendant,Chris Bohjalian,1,The Flight Attendant.jpg,1.0
1304,Caribbean Rim,Randy Wayne White,1,Caribbean Rim.jpg,1.0
1305,Accidental Heroes,Danielle Steel,1,Accidental Heroes.jpg,0.9995119571685791
1306,The Punishment She Deserves,Elizabeth George,1,The Punishment She Deserves.jpg,0.9940107464790344
1307,The Bishop's Pawn,Steve Berry,1,The Bishop's Pawn.jpg,0.9999997615814209
1308,The Temptation of Forgiveness,Donna Leon,1,The Temptation of Forgiveness.jpg,0.9999003410339355
1309,Covert Game,Christine Feehan,1,Covert Game.jpg,1.0
1310,Alternate Side,Anna Quindlen,1,Alternate Side.jpg,1.0
1311,The Disappeared,C. J. Box,1,The Disappeared.jpg,1.0
1312,Red Alert,James Patterson,1,Red Alert.jpg,0.9995548129081726
1313,To Die but Once,Jacqueline Winspear,1,To Die but Once.jpg,1.0
1314,I've Got My Eyes on You,Mary Higgins Clark,1,I've Got My Eyes on You.jpg,1.0
1315,The Female Persuasion,Meg Wolitzer,1,The Female Persuasion.jpg,0.9999997615814209
1316,Varina,Charles Frazier,1,Varina.jpg,0.9951726794242859
1317,Cave of Bones,Anne Hillerman,1,Cave of Bones.jpg,0.9999806880950928
1318,Circe,Madeline Miller,1,Circe.jpg,1.0
1319,After Anna,Lisa Scottoline,1,After Anna.jpg,1.0
1320,Shoot First,Stuart Woods,1,Shoot First.jpg,1.0
1321,The Sixth Day,Catherine Coulter,1,The Sixth Day.jpg,1.0
1322,Macbeth,Jo Nesbo,1,Macbeth.jpg,1.313393283020048e-10
1323,The Fallen,David Baldacci,1,The Fallen.jpg,0.9999996423721313
1324,Noir,Christopher Moore,1,Noir.jpg,0.9999969005584717
1325,The Overstory: A Novel,Richard Powers,1,The Overstory: A Novel.jpg,0.3858106732368469
1326,Then She Was Gone,Lisa Jewell,1,Then She Was Gone.jpg,0.999997615814209
1327,Twisted Prey,John Sandford,1,Twisted Prey.jpg,1.0
1328,The Hellfire Club,Jake Tapper,1,The Hellfire Club.jpg,0.9841618537902832
1329,The 17th Suspect,James Patterson,1,The 17th Suspect.jpg,0.9999324083328247
1330,The Mars Room,Rachel Kushner,1,The Mars Room.jpg,0.9997969269752502
1331,The Perfect Mother,Aimee Molloy,1,The Perfect Mother.jpg,0.9999994039535522
1332,The Forgotten Road,Richard Paul Evans,1,The Forgotten Road.jpg,0.7241680026054382
1333,Adjustment Day: A Novel,Chuck Palahniuk,1,Adjustment Day: A Novel.jpg,1.0
1334,The High Tide Club,Mary Kay Andrews,1,The High Tide Club.jpg,0.9997066855430603
1335,The Crooked Staircase,Dean Koontz,1,The Crooked Staircase.jpg,0.999998927116394
1336,Warlight,Michael Ondaatje,1,Warlight.jpg,0.9999899864196777
1337,Love and Ruin,Paula McLain,1,Love and Ruin.jpg,0.9999769926071167
1338,The Cast,Danielle Steel,1,The Cast.jpg,0.9999834299087524
1339,By Invitation Only,Dorothea Benton Frank,1,By Invitation Only.jpg,0.9999905824661255
1340,How to Walk Away: Chapter Sampler,Katherine Center,1,How to Walk Away: Chapter Sampler.jpg,0.9957879185676575
1341,The Outsider,Stephen King,1,The Outsider.jpg,0.9999979734420776
1342,Beach House Reunion,Mary Alice Monroe,1,Beach House Reunion.jpg,0.9999079704284668
1343,The Favorite Sister,Jessica Knoll,1,The Favorite Sister.jpg,0.9997459053993225
1344,Shelter in Place,Nora Roberts,1,Shelter in Place.jpg,0.9999995231628418
1345,The Gray Ghost,Clive Cussler,1,The Gray Ghost.jpg,1.0
1346,The Death of Mrs. Westaway,Ruth Ware,1,The Death of Mrs. Westaway.jpg,0.9999995231628418
1347,To the Moon and Back,Karen Kingsbury,1,To the Moon and Back.jpg,0.9999935626983643
1348,The President Is Missing,James Patterson,1,The President Is Missing.jpg,1.0
1349,Brief Cases,Jim Butcher,1,Brief Cases.jpg,0.9999997615814209
1350,When Life Gives You Lululemons,Lauren Weisberger,1,When Life Gives You Lululemons.jpg,0.9999942779541016
1351,Us Against You,Fredrik Backman,1,Us Against You.jpg,1.0
1352,Turbulence,Stuart Woods,1,Turbulence.jpg,1.0
1353,Something in the Water,Catherine Steadman,1,Something in the Water.jpg,0.9997400641441345
1354,There There,Tommy Orange,1,There There.jpg,0.3200325667858124
1355,Tom Clancy Line of Sight,Mike Maden,1,Tom Clancy Line of Sight.jpg,1.0
1356,The Pharaoh Key,Douglas Preston,1,The Pharaoh Key.jpg,0.9999997615814209
1357,Before the Storm (World of Warcraft),Christie Golden,1,Before the Storm (World of Warcraft).jpg,0.999998927116394
1358,A Place for Us,Fatima Farheen Mirza,1,A Place for Us.jpg,0.9997280240058899
1359,The Perfect Couple,Elin Hilderbrand,1,The Perfect Couple.jpg,0.9999995231628418
1360,The Skaar Invasion,Terry Brooks,1,The Skaar Invasion.jpg,0.9999998807907104
1361,Bring Me Back,B. A. Paris,1,Bring Me Back.jpg,1.0
1362,All We Ever Wanted,Emily Giffin,1,All We Ever Wanted.jpg,0.9999746084213257
1363,Spymaster,Brad Thor,1,Spymaster.jpg,1.0
1364,The Last Time I Lied,Riley Sager,1,The Last Time I Lied.jpg,0.9999303817749023
1365,Odd Hours,Dean Koontz,1,Odd Hours.jpg,1.0
1366,The Host,Stephenie Meyer,1,The Host.jpg,0.9999880790710449
1367,Love the One You're With,Emily Giffin,1,Love the One You're With.jpg,0.995400607585907
1368,The Front,Patricia Daniels Cornwell,1,The Front.jpg,1.0
1369,Snuff,Chuck Palahniuk,1,Snuff.jpg,1.0
1370,Phantom Prey,John Sandford,1,Phantom Prey.jpg,1.0
1371,Swine Not?,Jimmy Buffett,1,Swine Not?.jpg,0.9783210754394531
1372,Careless in Red,Elizabeth George,1,Careless in Red.jpg,1.0
1373,The Whole Truth,David Baldacci,1,The Whole Truth.jpg,0.9997498393058777
1374,Invincible,Troy Denning,1,Invincible.jpg,0.9999961853027344
1375,Bright Shiny Morning,James Frey,1,Bright Shiny Morning.jpg,0.9999955892562866
1376,The Art of Racing in the Rain,Garth Stein,1,The Art of Racing in the Rain.jpg,0.9999865293502808
1377,Twenty Wishes,Debbie Macomber,1,Twenty Wishes.jpg,1.0
1378,The Steel Wave,Jeff Shaara,1,The Steel Wave.jpg,0.9995390176773071
1379,Executive Privilege,Phillip Margolin,1,Executive Privilege.jpg,1.0
1380,Unaccustomed Earth,Jhumpa Lahiri,1,Unaccustomed Earth.jpg,0.9998249411582947
1381,Netherland,Joseph O'Neill,1,Netherland.jpg,0.9999933242797852
1382,The Appeal,John Grisham,1,The Appeal.jpg,1.0
1383,Indiana Jones and the Kingdom of the Crystal Skull,James Rollins,1,Indiana Jones and the Kingdom of the Crystal Skull.jpg,0.9999845027923584
1384,Blood Noir,Laurell K. Hamilton,1,Blood Noir.jpg,0.999872088432312
1385,Chasing Harry Winston,Lauren Weisberger,1,Chasing Harry Winston.jpg,0.9999970197677612
1386,Devil May Care,Sebastian Faulks,1,Devil May Care.jpg,0.9999681711196899
1387,Shadow of Power,Steve Martini,1,Shadow of Power.jpg,1.0
1388,Blue Smoke and Murder,Elizabeth Lowell,1,Blue Smoke and Murder.jpg,1.0
1389,The Enchantress of Florence,Salman Rushdie,1,The Enchantress of Florence.jpg,0.9980490207672119
1390,Nothing to Lose,Lee Child,1,Nothing to Lose.jpg,1.0
1391,Plague Ship,Clive Cussler,1,Plague Ship.jpg,1.0
1392,Death and Honor,W.E.B. Griffin,1,Death and Honor.jpg,1.0
1393,The Spies of Warsaw,Alan Furst,1,The Spies of Warsaw.jpg,1.0
1394,The Garden of Last Days: A Novel,Andre Dubus III,1,The Garden of Last Days: A Novel.jpg,1.0
1395,Resolution,Robert B. Parker,1,Resolution.jpg,0.9999934434890747
1396,Sail,James Patterson,1,Sail.jpg,1.0
1397,The Broken Window,Jeffery Deaver,1,The Broken Window.jpg,0.999995231628418
1398,MARRIED LOVERS,Jackie Collins,1,MARRIED LOVERS.jpg,0.9999978542327881
1399,The Story of Edgar Sawtelle,David Wroblewski,1,The Story of Edgar Sawtelle.jpg,0.039357732981443405
1400,Fearless Fourteen,Janet Evanovich,1,Fearless Fourteen.jpg,1.0
1401,No Choice But Seduction,Johanna Lindsey,1,No Choice But Seduction.jpg,0.6264904737472534
1402,The Beach House,Jane Green,1,The Beach House.jpg,0.9999994039535522
1403,TailSpin,Catherine Coulter,1,TailSpin.jpg,0.9998733997344971
1404,Rogue,Danielle Steel,1,Rogue.jpg,1.0
1405,The Last Oracle,James Rollins,1,The Last Oracle.jpg,1.0
1406,America America,Ethan Canin,1,America America.jpg,0.9999934434890747
1407,Queen of Babble Gets Hitched,Meg Cabot,1,Queen of Babble Gets Hitched.jpg,0.9988093376159668
1408,The Last Patriot,Brad Thor,1,The Last Patriot.jpg,0.9872815012931824
1409,Chasing Darkness,Robert Crais,1,Chasing Darkness.jpg,1.0
1410,Death Angel,Linda Howard,1,Death Angel.jpg,0.9997090697288513
1411,A Summer Affair,Elin Hilderbrand,1,A Summer Affair.jpg,0.9985713958740234
1412,Tribute,Nora Roberts,1,Tribute.jpg,0.7791370153427124
1413,Swan Peak,James Lee Burke,1,Swan Peak.jpg,1.0
1414,Silent Thunder,Iris Johansen,1,Silent Thunder.jpg,0.9999898672103882
